https://www.jbhifi.com.au/products/hp-df0201a-23-8-fhd-all-in-one-pc-256gb,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432273-Product-1-I-637206524446907564_1080x.jpg,"HP DF0201A 23.8"" FHD All-In-One PC (256GB)","<div><p>Key Features</p><p>23.8"" Anti-Glare WLED FHD (1920 x 1080) Display</p><p>AMD Athlon™ 3050U Dual-Core Processor (2.3 - 3.2 GHz)</p><p>8 GB RAM</p><p>256GB SSD Storage </p><p>AMD Radeon™ Graphics integrated</p><p>2 x USB-A 2.0 Port</p><p>2 x USB-A 3.1 Port</p><p>Dual Stereo Speakers</p><p>Web Cam</p><p>Optical DVD-Writer 9.5mm </p><p>Wi-Fi 802.11 b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>Keyboard and Mouse</p><p>Windows 10 Home</p></div>",$898,9EH01AA,432273
https://www.jbhifi.com.au/products/hp-envy-32-a1073a-31-5-ultra-hd-all-in-one-pc-512gb-intel-i7,//cdn.shopify.com/s/files/1/0024/9803/5810/products/471604-Product-1-I-637310968267998230_0e02266f-fc5a-4834-8d12-5fb0eeff1497_1080x.jpg,"HP Envy 32-A1073A 31.5"" Ultra HD All-in-One PC (512GB) [Intel i7]","<div><p>Key Features</p><p>31.5"" Ultra HD (3840 x 2160) IPS HDR 600 display</p><p>Intel® Core™ i7-10700 processor (2.9 - 4.7GHz)</p><p>512GB SSD storage</p><p>16GB RAM</p><p>NVIDIA® GeForce RTX™ 2070 graphics processor</p><p>2 x HDMI port</p><p>3 x USB-A 3.0 port</p><p>1 x UBS-C port</p><p>1 x USB-C Thunderbolt 3.0 port</p><p>HP Multi-Format Digital Media Card Reader</p><p>Webcam</p><p>Realtek Wi-Fi 5 (2x2) </p><p>Bluetooth® 5</p><p>Audio by Bang & Olufsen</p><p>Dual 40 W speakers</p><p>Face Recognition</p><p>Windows 10 Home</p></div>",$4998,147M3AA,471604
https://www.jbhifi.com.au/products/hp-pavilion-dp0201a-27-fhd-all-in-one-pc-512gb-ryzen-3,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432276-Product-1-I-637206612045161694_1080x.jpg,"HP Pavilion DP0201A 27"" FHD All-In-One PC (512GB) [Ryzen 3]","<div><p>Key Features</p><p>27"" Anti-Glare WLED FHD (1920 x 1080) Display</p><p>AMD Ryzen™3 4300U Quad-Core Processor (3.8 - 4.0 GHz)</p><p>8 GB RAM</p><p>512GB SSD Storage </p><p>AMD Radeon™ Graphics integrated</p><p>2 x USB-A 2.0 Port</p><p>3 x USB-A 3.1 Port</p><p>Dual Stereo Speakers</p><p>Front Combo Audio Jack</p><p>Web Cam</p><p>Wi-Fi 802.11 b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>HP 3-in-1 memory card reader</p><p>Keyboard and Mouse</p><p>Windows 10 Home</p></div>",$1399,9EH06AA,432276
https://www.jbhifi.com.au/products/asus-m241-24-full-hd-all-in-one-pc-256gb-ryzen-5,//cdn.shopify.com/s/files/1/0024/9803/5810/products/474214-Product-1-I-637377658404149702_1080x.jpg,"Asus M241 24"" Full HD All-in-One PC (256GB) [Ryzen 5]","<div><p></p><p></p><p>23.8"" Full HD (1920 x 1080) 16:9 display</p><p>AMD Ryzen™ 5 3500U processor (2.1 - 3.7 GHz)</p><p>256GB SSD storage</p><p>8GB RAM</p><p>Radeon™ Vega 8 Graphics</p><p>1 x HDMI port</p><p>1 x USB-A 2.0 port</p><p>4 x USB-A 3.0 portsWired keyboard and mouse</p><p>Wi-Fi 802.11 ac</p><p>Bluetooth v4.2</p><p>Windows 10</p></div>",0,M241DAK-WA179T,474214
https://www.jbhifi.com.au/products/hp-pavilion-9eg81aa-27-fhd-touchscreen-all-in-one-pc-512gb-intel-i5,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432272-Product-1-I-637206584445816554_1080x.jpg,"HP Pavilion 9EG81AA 27"" FHD Touchscreen All-In-One PC (512GB) [Intel i5]","<div><p>Key Features</p><p>27"" BrightView WLED-Backlit FHD (1920 x 1080) Touchscreen Display</p><p>Intel® Core™ i5 10400T Processor (2 - 3.6 GHz)</p><p>16 GB RAM</p><p>512GB SSD Storage </p><p>2 x USB-A 3.1 Ports</p><p>2 x USB-A 2.0 Ports</p><p>Dual Stereo Speakers</p><p>Web Cam</p><p>Wi-Fi 802.11b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>Wireless Keyboard and mouse</p><p>Windows 10 Home</p><p> </p></div>",$2199,9EG81AA,432272

https://www.jbhifi.com.au/products/msi-pro-24x-10m-096au-23-8-full-hd-all-in-one-pc-1-2tb-intel-i3,//cdn.shopify.com/s/files/1/0024/9803/5810/products/477105-Product-1-I-637311877268570997_104730f7-d26a-4bb0-b0a4-295632f2f0f8_1080x.jpg,"MSI Pro 24X 10M-096AU 23.8"" Full HD All-In-One PC (1.2TB) [Intel i3]","<div><p>Overview</p><p>The Best Slim and Stylish AIO PC for Office & Home with a IPS grade panel and narrow bezel display. Offering an easy maintenance design, separate air flow for the hottest key components and wide viewing angle screen.</p><p>Key Features</p><p>23.8"" Full HD (1920 x 1080) IPS grade panel with narrow bezel display</p><p>MSI Anti-Flicker technology</p><p>Intel Core i3-10110U processor (2.1 - 4.1GHz)</p><p>1TB HDD storage</p><p>256GB SSD storage</p><p>8GB RAM</p><p>Intel® UHD Graphics</p><p>1 x HDMI port</p><p>2 x USB-A 2.0 ports</p><p>4 x USB-A 3.1 ports</p><p>AX201 (WIFI 6)</p><p>Bluetooth v5.1</p><p>2 x 2.5W Speakers</p><p>Wired Keyboard SK9626M </p><p>Wired Mouse SM9023M</p><p>Slim and Stylish</p><p>Windows 10 Home </p></div>",$1298,4936864,477105
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-2tb-gtx1070,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343834-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (2TB/GTX1070)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>2TB SSD</p><p>32GB RAM</p><p>NVIDIA® GeForce® GTX 1070 8GB GDDR5 memory </p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD videoWindows 10 Pro</p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$7497,LAM-00009,343834
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-1tb-gtx1070,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343833-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (1TB/GTX1070)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>1TB SSD</p><p>32GB RAM</p><p>NVIDIA® GeForce® GTX 1070 8GB GDDR5 memory</p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD video</p><p>Windows 10 Pro</p><p></p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$6595,LAK-00009,343833
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-1tb-gtx1060,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343832-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (1TB/GTX1060)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>1TB SSD</p><p>16GB RAM</p><p>NVIDIA® GeForce® GTX 1060 6GB GDDR5 memory </p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD videoWindows 10 Pro</p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$5497,LAH-00009,343832
